,series_max,series_min
X1,2.14892646696078,-2.5390993419914403
X2,6.684794284048361,-0.9539243147636222
X3,6.684794284048361,-0.9539243147636222
X4,6.684794284048361,-0.9539243147636222
X5,6.684794284048361,-0.9539243147636222
X6,6.684794284048361,-0.9539243147636222
X7,6.684794284048361,-0.9539243147636222
X8,6.684794284048361,-0.9539243147636222
X9,6.684794284048361,-0.9539243147636222
X10,6.684794284048361,-0.9539243147636222
X11,6.684794284048361,-0.9539243147636222
X12,6.684794284048361,-0.9539243147636222
X13,6.684794284048361,-0.9539243147636222
X14,6.684794284048361,-0.9539243147636222
Y,8.814528,0.0366336
