X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,Y
-0.25447882501912156,0.0034435566606110246,0.14686824768622042,0.15779872847807153,0.0412452652797779,-0.17633145958544671,-0.43674556006885046,-0.6778637610896561,-0.8281114632817852,-0.842265118164699,-0.7283026409993233,-0.5269214352940599,-0.3036370156695817,-0.0926118292830096,0.11282818723606924,0.31272812591476096,0.48936317362341897,0.5751758384976449
0.0034435566606110246,0.14686824768622042,0.15779872847807153,0.0412452652797779,-0.17633145958544671,-0.43674556006885046,-0.6778637610896561,-0.8281114632817852,-0.842265118164699,-0.7283026409993233,-0.5269214352940599,-0.3036370156695817,-0.0926118292830096,0.11282818723606924,0.31272812591476096,0.48936317362341897,0.5751758384976449,0.4845199292085114
0.14686824768622042,0.15779872847807153,0.0412452652797779,-0.17633145958544671,-0.43674556006885046,-0.6778637610896561,-0.8281114632817852,-0.842265118164699,-0.7283026409993233,-0.5269214352940599,-0.3036370156695817,-0.0926118292830096,0.11282818723606924,0.31272812591476096,0.48936317362341897,0.5751758384976449,0.4845199292085114,0.19777269417875054
0.15779872847807153,0.0412452652797779,-0.17633145958544671,-0.43674556006885046,-0.6778637610896561,-0.8281114632817852,-0.842265118164699,-0.7283026409993233,-0.5269214352940599,-0.3036370156695817,-0.0926118292830096,0.11282818723606924,0.31272812591476096,0.48936317362341897,0.5751758384976449,0.4845199292085114,0.19777269417875054,-0.21509935765796528
0.0412452652797779,-0.17633145958544671,-0.43674556006885046,-0.6778637610896561,-0.8281114632817852,-0.842265118164699,-0.7283026409993233,-0.5269214352940599,-0.3036370156695817,-0.0926118292830096,0.11282818723606924,0.31272812591476096,0.48936317362341897,0.5751758384976449,0.4845199292085114,0.19777269417875054,-0.21509935765796528,-0.6067902068597788
-0.17633145958544671,-0.43674556006885046,-0.6778637610896561,-0.8281114632817852,-0.842265118164699,-0.7283026409993233,-0.5269214352940599,-0.3036370156695817,-0.0926118292830096,0.11282818723606924,0.31272812591476096,0.48936317362341897,0.5751758384976449,0.4845199292085114,0.19777269417875054,-0.21509935765796528,-0.6067902068597788,-0.8271396010890462
-0.43674556006885046,-0.6778637610896561,-0.8281114632817852,-0.842265118164699,-0.7283026409993233,-0.5269214352940599,-0.3036370156695817,-0.0926118292830096,0.11282818723606924,0.31272812591476096,0.48936317362341897,0.5751758384976449,0.4845199292085114,0.19777269417875054,-0.21509935765796528,-0.6067902068597788,-0.8271396010890462,-0.8078240605657482
-0.6778637610896561,-0.8281114632817852,-0.842265118164699,-0.7283026409993233,-0.5269214352940599,-0.3036370156695817,-0.0926118292830096,0.11282818723606924,0.31272812591476096,0.48936317362341897,0.5751758384976449,0.4845199292085114,0.19777269417875054,-0.21509935765796528,-0.6067902068597788,-0.8271396010890462,-0.8078240605657482,-0.5974897592437324
-0.8281114632817852,-0.842265118164699,-0.7283026409993233,-0.5269214352940599,-0.3036370156695817,-0.0926118292830096,0.11282818723606924,0.31272812591476096,0.48936317362341897,0.5751758384976449,0.4845199292085114,0.19777269417875054,-0.21509935765796528,-0.6067902068597788,-0.8271396010890462,-0.8078240605657482,-0.5974897592437324,-0.3318766584318864
-0.842265118164699,-0.7283026409993233,-0.5269214352940599,-0.3036370156695817,-0.0926118292830096,0.11282818723606924,0.31272812591476096,0.48936317362341897,0.5751758384976449,0.4845199292085114,0.19777269417875054,-0.21509935765796528,-0.6067902068597788,-0.8271396010890462,-0.8078240605657482,-0.5974897592437324,-0.3318766584318864,-0.13497089906549298
-0.7283026409993233,-0.5269214352940599,-0.3036370156695817,-0.0926118292830096,0.11282818723606924,0.31272812591476096,0.48936317362341897,0.5751758384976449,0.4845199292085114,0.19777269417875054,-0.21509935765796528,-0.6067902068597788,-0.8271396010890462,-0.8078240605657482,-0.5974897592437324,-0.3318766584318864,-0.13497089906549298,-0.07289257757995804
-0.5269214352940599,-0.3036370156695817,-0.0926118292830096,0.11282818723606924,0.31272812591476096,0.48936317362341897,0.5751758384976449,0.4845199292085114,0.19777269417875054,-0.21509935765796528,-0.6067902068597788,-0.8271396010890462,-0.8078240605657482,-0.5974897592437324,-0.3318766584318864,-0.13497089906549298,-0.07289257757995804,-0.137967811375576
-0.3036370156695817,-0.0926118292830096,0.11282818723606924,0.31272812591476096,0.48936317362341897,0.5751758384976449,0.4845199292085114,0.19777269417875054,-0.21509935765796528,-0.6067902068597788,-0.8271396010890462,-0.8078240605657482,-0.5974897592437324,-0.3318766584318864,-0.13497089906549298,-0.07289257757995804,-0.137967811375576,-0.25852126969638367
-0.0926118292830096,0.11282818723606924,0.31272812591476096,0.48936317362341897,0.5751758384976449,0.4845199292085114,0.19777269417875054,-0.21509935765796528,-0.6067902068597788,-0.8271396010890462,-0.8078240605657482,-0.5974897592437324,-0.3318766584318864,-0.13497089906549298,-0.07289257757995804,-0.137967811375576,-0.25852126969638367,-0.3854863695517947
0.11282818723606924,0.31272812591476096,0.48936317362341897,0.5751758384976449,0.4845199292085114,0.19777269417875054,-0.21509935765796528,-0.6067902068597788,-0.8271396010890462,-0.8078240605657482,-0.5974897592437324,-0.3318766584318864,-0.13497089906549298,-0.07289257757995804,-0.137967811375576,-0.25852126969638367,-0.3854863695517947,-0.5017063356494891
0.31272812591476096,0.48936317362341897,0.5751758384976449,0.4845199292085114,0.19777269417875054,-0.21509935765796528,-0.6067902068597788,-0.8271396010890462,-0.8078240605657482,-0.5974897592437324,-0.3318766584318864,-0.13497089906549298,-0.07289257757995804,-0.137967811375576,-0.25852126969638367,-0.3854863695517947,-0.5017063356494891,-0.5945576231667251
0.48936317362341897,0.5751758384976449,0.4845199292085114,0.19777269417875054,-0.21509935765796528,-0.6067902068597788,-0.8271396010890462,-0.8078240605657482,-0.5974897592437324,-0.3318766584318864,-0.13497089906549298,-0.07289257757995804,-0.137967811375576,-0.25852126969638367,-0.3854863695517947,-0.5017063356494891,-0.5945576231667251,-0.6709238747562196
0.5751758384976449,0.4845199292085114,0.19777269417875054,-0.21509935765796528,-0.6067902068597788,-0.8271396010890462,-0.8078240605657482,-0.5974897592437324,-0.3318766584318864,-0.13497089906549298,-0.07289257757995804,-0.137967811375576,-0.25852126969638367,-0.3854863695517947,-0.5017063356494891,-0.5945576231667251,-0.6709238747562196,-0.719381418203993
0.4845199292085114,0.19777269417875054,-0.21509935765796528,-0.6067902068597788,-0.8271396010890462,-0.8078240605657482,-0.5974897592437324,-0.3318766584318864,-0.13497089906549298,-0.07289257757995804,-0.137967811375576,-0.25852126969638367,-0.3854863695517947,-0.5017063356494891,-0.5945576231667251,-0.6709238747562196,-0.719381418203993,-0.7094961647509063
