,series_max,series_min
X1,3.0459587610303567,0.2846696779857926
X2,3.0459587610303567,0.2846696779857926
X3,3.0459587610303567,0.2846696779857926
X4,3.0459587610303567,0.2846696779857926
X5,3.0459587610303567,0.2846696779857926
X6,3.0459587610303567,0.2846696779857926
X7,3.0459587610303567,0.2846696779857926
X8,3.0459587610303567,0.2846696779857926
X9,3.0459587610303567,0.2846696779857926
X10,3.0459587610303567,0.2846696779857926
X11,3.0459587610303567,0.2846696779857926
X12,1.7626720231554536,-1.01614322069438
X13,1.7626720231554536,-1.01614322069438
X14,1.7626720231554536,-1.01614322069438
X15,1.7626720231554536,-1.01614322069438
X16,1.7626720231554536,-1.01614322069438
X17,1.7626720231554536,-1.01614322069438
X18,1.7626720231554536,-1.01614322069438
X19,1.7626720231554536,-1.01614322069438
X20,1.7626720231554536,-1.01614322069438
X21,1.7626720231554536,-1.01614322069438
X22,1.7626720231554536,-1.01614322069438
X23,1.7626720231554536,-1.01614322069438
X24,1.7626720231554536,-1.01614322069438
X25,1.7626720231554536,-1.01614322069438
X26,1.7626720231554536,-1.01614322069438
X27,1.7626720231554536,-1.01614322069438
X28,1.7626720231554536,-1.01614322069438
X29,1.7626720231554536,-1.01614322069438
X30,1.7626720231554536,-1.01614322069438
X31,1.7626720231554536,-1.01614322069438
X32,1.7626720231554536,-1.01614322069438
X33,1.7626720231554536,-1.01614322069438
X34,1.7626720231554536,-1.01614322069438
X35,1.7626720231554536,-1.01614322069438
X36,1.7626720231554536,-1.01614322069438
X37,1.4488069379882118,-1.0954497575126936
X38,1.4488069379882118,-1.0954497575126936
X39,1.4488069379882118,-1.0954497575126936
X40,1.4488069379882118,-1.0954497575126936
X41,1.4488069379882118,-1.0954497575126936
X42,1.4488069379882118,-1.0954497575126936
X43,1.4488069379882118,-1.0954497575126936
X44,1.4488069379882118,-1.0954497575126936
X45,1.4488069379882118,-1.0954497575126936
X46,1.4488069379882118,-1.0954497575126936
X47,1.4488069379882118,-1.0954497575126936
X48,1.4488069379882118,-1.0954497575126936
X49,1.4488069379882118,-1.0954497575126936
X50,1.4488069379882118,-1.0954497575126936
X51,1.4488069379882118,-1.0954497575126936
X52,1.4488069379882118,-1.0954497575126936
X53,1.4488069379882118,-1.0954497575126936
X54,1.4488069379882118,-1.0954497575126936
X55,1.4488069379882118,-1.0954497575126936
X56,1.4488069379882118,-1.0954497575126936
X57,1.4488069379882118,-1.0954497575126936
X58,1.4488069379882118,-1.0954497575126936
X59,1.4488069379882118,-1.0954497575126936
X60,1.4488069379882118,-1.0954497575126936
X61,1.4488069379882118,-1.0954497575126936
X62,0.9303657398337496,-0.7686622527363705
X63,0.9303657398337496,-0.7686622527363705
X64,0.9303657398337496,-0.7686622527363705
X65,0.9303657398337496,-0.7686622527363705
X66,0.9303657398337496,-0.7686622527363705
X67,0.9303657398337496,-0.7686622527363705
X68,0.9303657398337496,-0.7686622527363705
X69,0.9303657398337496,-0.7686622527363705
X70,0.9303657398337496,-0.7686622527363705
X71,0.9303657398337496,-0.7686622527363705
X72,0.9303657398337496,-0.7686622527363705
X73,0.9303657398337496,-0.7686622527363705
X74,0.9303657398337496,-0.7686622527363705
X75,0.9303657398337496,-0.7686622527363705
X76,0.9303657398337496,-0.7686622527363705
X77,0.7007998209035305,-0.7381576647973862
X78,0.7007998209035305,-0.7381576647973862
X79,0.7007998209035305,-0.7381576647973862
X80,0.7007998209035305,-0.7381576647973862
X81,0.7007998209035305,-0.7381576647973862
X82,0.7007998209035305,-0.7381576647973862
X83,0.7007998209035305,-0.7381576647973862
X84,0.7007998209035305,-0.7381576647973862
X85,0.7007998209035305,-0.7381576647973862
X86,0.7007998209035305,-0.7381576647973862
X87,0.7007998209035305,-0.7381576647973862
X88,0.7007998209035305,-0.7381576647973862
X89,0.7007998209035305,-0.7381576647973862
X90,0.578366544388588,-0.4736401792842233
X91,0.578366544388588,-0.4736401792842233
X92,0.5399178741252767,-0.4807451329212349
X93,0.5399178741252767,-0.4807451329212349
X94,0.5399178741252767,-0.4807451329212349
X95,0.4755151042505396,-0.4551187924619236
X96,0.4755151042505396,-0.4551187924619236
X97,0.7711870234738564,-0.7973074598325317
X98,0.7711870234738564,-0.7973074598325317
X99,0.7711870234738564,-0.7973074598325317
X100,0.5533273701500661,-0.6561056614497958
X101,0.6027291879762832,-0.6708293658696113
X102,0.6027291879762832,-0.6708293658696113
Y,8.814528,0.0366336
